tweet,token
aku wis vaksin ayo piknik adoh,"['aku', 'wis', 'vaksin', 'ayo', 'piknik', 'adoh']"
korban vaksin siapa yg bertanggung jawab,"['korban', 'vaksin', 'siapa', 'yg', 'bertanggung', 'jawab']"
pasar gayeng alhamdulillah dah vaksin semua warga pasar notoharjo pak ekonomi mulai jalan cuaca cerah warga mranak murah tur apek bakulane,"['pasar', 'gayeng', 'alhamdulillah', 'dah', 'vaksin', 'semua', 'warga', 'pasar', 'notoharjo', 'pak', 'ekonomi', 'mulai', 'jalan', 'cuaca', 'cerah', 'warga', 'mranak', 'murah', 'tur', 'apek', 'bakulane']"
iki mergo evek vaksin opo aku sing lemah yo rosone ora dang ilang kemeng bats,"['iki', 'mergo', 'evek', 'vaksin', 'opo', 'aku', 'sing', 'lemah', 'yo', 'rosone', 'ora', 'dang', 'ilang', 'kemeng', 'bats']"
meninjau pelaksanaan vaksinasi santri rs kustati pak memerintahkan stok vaksin tersedia segera digunakan siap gerak cepat distribusikan vaksin warga lihat video gibran rakabuming,"['meninjau', 'pelaksanaan', 'vaksinasi', 'santri', 'rs', 'kustati', 'pak', 'memerintahkan', 'stok', 'vaksin', 'tersedia', 'segera', 'digunakan', 'siap', 'gerak', 'cepat', 'distribusikan', 'vaksin', 'warga', 'lihat', 'video', 'gibran', 'rakabuming']"
boro boro dapet vaksin orang kemarin vaksin x aja kaga yg anter gada yg antri krn dateng telat bener seorang diri menghayati banget ra sih jomblone,"['boro', 'boro', 'dapet', 'vaksin', 'orang', 'kemarin', 'vaksin', 'x', 'aja', 'kaga', 'yg', 'anter', 'gada', 'yg', 'antri', 'krn', 'dateng', 'telat', 'bener', 'seorang', 'diri', 'menghayati', 'banget', 'ra', 'sih', 'jomblone']"
vaksin x protokol kesehatan jalan terus lalu apa jaga diri keluargamu risiko penyakit lainnya penyakit kritis fwd critical armor proteksi risiko finansial penyakit kritis,"['vaksin', 'x', 'protokol', 'kesehatan', 'jalan', 'terus', 'lalu', 'apa', 'jaga', 'diri', 'keluargamu', 'risiko', 'penyakit', 'lainnya', 'penyakit', 'kritis', 'fwd', 'critical', 'armor', 'proteksi', 'risiko', 'finansial', 'penyakit', 'kritis']"
min kalo vaksin menyusui minta surat keterangan dokternya kepuskesmas apa,"['min', 'kalo', 'vaksin', 'menyusui', 'minta', 'surat', 'keterangan', 'dokternya', 'kepuskesmas', 'apa']"
istri direkomendasikan ama dokter jenis vaksin p yg aman penderita eb autoimun waktu tanya orang puskesmas kapan p masuk kota malah dijawab gak usah pilih pilih vaksin mas semua sama kalo sama ngapain tanya dokter kasus autoimun,"['istri', 'direkomendasikan', 'ama', 'dokter', 'jenis', 'vaksin', 'p', 'yg', 'aman', 'penderita', 'eb', 'autoimun', 'waktu', 'tanya', 'orang', 'puskesmas', 'kapan', 'p', 'masuk', 'kota', 'malah', 'dijawab', 'gak', 'usah', 'pilih', 'pilih', 'vaksin', 'mas', 'semua', 'sama', 'kalo', 'sama', 'ngapain', 'tanya', 'dokter', 'kasus', 'autoimun']"
alhamdulillah udah vaksin,"['alhamdulillah', 'udah', 'vaksin']"
kalo vaksin bandara cuman dapet dosis setahuku ketersediaannya ga banyak tp coba aja sih barangkali kondisi balikpapan beda sm jawa,"['kalo', 'vaksin', 'bandara', 'cuman', 'dapet', 'dosis', 'setahuku', 'ketersediaannya', 'ga', 'banyak', 'tp', 'coba', 'aja', 'sih', 'barangkali', 'kondisi', 'balikpapan', 'beda', 'sm', 'jawa']"
nyandi kudu vaksin,"['nyandi', 'kudu', 'vaksin']"
vaksin pertama,"['vaksin', 'pertama']"
enggak sakit sih pas suntik yg bikin susah kipi nya aku malem abis vaksin demam pusing sama lengan yg disuntik sakit banget sampe gak tidur sekarang alhamdulillah mendingan pusing dikit,"['enggak', 'sakit', 'sih', 'pas', 'suntik', 'yg', 'bikin', 'susah', 'kipi', 'nya', 'aku', 'malem', 'abis', 'vaksin', 'demam', 'pusing', 'sama', 'lengan', 'yg', 'disuntik', 'sakit', 'banget', 'sampe', 'gak', 'tidur', 'sekarang', 'alhamdulillah', 'mendingan', 'pusing', 'dikit']"
pulang kerja tidur cepet besok gas colomadu buat vaksin besok pagi bangunin,"['pulang', 'kerja', 'tidur', 'cepet', 'besok', 'gas', 'colomadu', 'buat', 'vaksin', 'besok', 'pagi', 'bangunin']"
lha gubernurmu lak meh gawe gelang bukti vaksin to nder wkwkwk,"['lha', 'gubernurmu', 'lak', 'meh', 'gawe', 'gelang', 'bukti', 'vaksin', 'to', 'nder', 'wkwkwk']"
abis vaksin jon wkwkw,"['abis', 'vaksin', 'jon', 'wkwkw']"
done ncovid ncovid tahap puskesmas manahan,"['done', 'ncovid', 'ncovid', 'tahap', 'puskesmas', 'manahan']"
min kok vaksin imunisasi bayi dpt disemua puskesmas bidan desa kok kosong,"['min', 'kok', 'vaksin', 'imunisasi', 'bayi', 'dpt', 'disemua', 'puskesmas', 'bidan', 'desa', 'kok', 'kosong']"
vaksin jgn lupa,"['vaksin', 'jgn', 'lupa']"
aku kelingan ndue mbak sepupu dokter ditakoni wes vaksin rung tak jawab wis nggo sinofakk le nyauri malah vaksin kok nggo sinofak biarang penting iso numpak pesawat mbak jawabku ngono,"['aku', 'kelingan', 'ndue', 'mbak', 'sepupu', 'dokter', 'ditakoni', 'wes', 'vaksin', 'rung', 'tak', 'jawab', 'wis', 'nggo', 'sinofakk', 'le', 'nyauri', 'malah', 'vaksin', 'kok', 'nggo', 'sinofak', 'biarang', 'penting', 'iso', 'numpak', 'pesawat', 'mbak', 'jawabku', 'ngono']"
siap vaksin lindungi diri lindungi negeri,"['siap', 'vaksin', 'lindungi', 'diri', 'lindungi', 'negeri']"
info vaksin wangon banyumas purwokerto ajibarang raya,"['info', 'vaksin', 'wangon', 'banyumas', 'purwokerto', 'ajibarang', 'raya']"
thanks ppkm sekarang orang berlomba pengen vaksin biar masuk mall,"['thanks', 'ppkm', 'sekarang', 'orang', 'berlomba', 'pengen', 'vaksin', 'biar', 'masuk', 'mall']"
dialog dr terawan dg komisi vii vaksin nusantara yg dipersulit uji klinis,"['dialog', 'dr', 'terawan', 'dg', 'komisi', 'vii', 'vaksin', 'nusantara', 'yg', 'dipersulit', 'uji', 'klinis']"
sungguh aneh klo negara mmpersulit vaksin karya anak bangsa sendiri,"['sungguh', 'aneh', 'klo', 'negara', 'mmpersulit', 'vaksin', 'karya', 'anak', 'bangsa', 'sendiri']"
meninjau vaksinasi kelompok rentan puskesmas ngoresan dosis diberikan masyarakat riwayat berbagai penyakit komorbid jangan takut vaksin aman halal check out gibran rakabuming s video,"['meninjau', 'vaksinasi', 'kelompok', 'rentan', 'puskesmas', 'ngoresan', 'dosis', 'diberikan', 'masyarakat', 'riwayat', 'berbagai', 'penyakit', 'komorbid', 'jangan', 'takut', 'vaksin', 'aman', 'halal', 'check', 'out', 'gibran', 'rakabuming', 's', 'video']"
seseneng dapet surat layak vaksin naik kereta yeay,"['seseneng', 'dapet', 'surat', 'layak', 'vaksin', 'naik', 'kereta', 'yeay']"
ibu hamil dipersulit buat vaksin sih aja halangannya,"['ibu', 'hamil', 'dipersulit', 'buat', 'vaksin', 'sih', 'aja', 'halangannya']"
pulang kerja sempet tidur dah surih nganterin vaksin,"['pulang', 'kerja', 'sempet', 'tidur', 'dah', 'surih', 'nganterin', 'vaksin']"
jurgen klopp udah vaksin kedua,"['jurgen', 'klopp', 'udah', 'vaksin', 'kedua']"
artinya bisnis vaksin impor jalan terus,"['artinya', 'bisnis', 'vaksin', 'impor', 'jalan', 'terus']"
mohon maaf min bertanya seputar pcr repid antigen vaksin dosis pcr repid antigen disetertakan kedua duanya memilih pcr rapid antigen min terimakasih min,"['mohon', 'maaf', 'min', 'bertanya', 'seputar', 'pcr', 'repid', 'antigen', 'vaksin', 'dosis', 'pcr', 'repid', 'antigen', 'disetertakan', 'kedua', 'duanya', 'memilih', 'pcr', 'rapid', 'antigen', 'min', 'terimakasih', 'min']"
min mohon maaf mau bertanya vaksin dosis daerah jawa apa menyertakan pcr min minta pencerahannya min terima kasih sesudahnya,"['min', 'mohon', 'maaf', 'mau', 'bertanya', 'vaksin', 'dosis', 'daerah', 'jawa', 'apa', 'menyertakan', 'pcr', 'min', 'minta', 'pencerahannya', 'min', 'terima', 'kasih', 'sesudahnya']"
vaksin nusantara yg hebat karya anak bangsa tdk direspon dg baik penghianat bangsa yg sesungguhnya antek komunis,"['vaksin', 'nusantara', 'yg', 'hebat', 'karya', 'anak', 'bangsa', 'tdk', 'direspon', 'dg', 'baik', 'penghianat', 'bangsa', 'yg', 'sesungguhnya', 'antek', 'komunis']"
gelem vaksin gawene wedag wkwkw,"['gelem', 'vaksin', 'gawene', 'wedag', 'wkwkw']"
lol biyaya lockdown justru nya biaya ppkm tong lu kira ppkm gak makan biaya psbb gak makan biaya justru kalo alesan biaya napa majority vaksin indonesia pake sinovac az cuma harganya belom lisensi nyatanya pake sinovac paling banyak alesan aja,"['lol', 'biyaya', 'lockdown', 'justru', 'nya', 'biaya', 'ppkm', 'tong', 'lu', 'kira', 'ppkm', 'gak', 'makan', 'biaya', 'psbb', 'gak', 'makan', 'biaya', 'justru', 'kalo', 'alesan', 'biaya', 'napa', 'majority', 'vaksin', 'indonesia', 'pake', 'sinovac', 'az', 'cuma', 'harganya', 'belom', 'lisensi', 'nyatanya', 'pake', 'sinovac', 'paling', 'banyak', 'alesan', 'aja']"
eo sangat dibutuhkan alur penyuntikan vaksin deh pak,"['eo', 'sangat', 'dibutuhkan', 'alur', 'penyuntikan', 'vaksin', 'deh', 'pak']"
yey vaksin,"['yey', 'vaksin']"
memang mantap sekali habis vaksin langsung lembur,"['memang', 'mantap', 'sekali', 'habis', 'vaksin', 'langsung', 'lembur']"
kalo hamil gimana dong min masa vaksin,"['kalo', 'hamil', 'gimana', 'dong', 'min', 'masa', 'vaksin']"
mhn maaf min minta info vaksin buat ibu menyusui nyari yg menyelenggarakan,"['mhn', 'maaf', 'min', 'minta', 'info', 'vaksin', 'buat', 'ibu', 'menyusui', 'nyari', 'yg', 'menyelenggarakan']"
efek vaksin herpes,"['efek', 'vaksin', 'herpes']"
baru bulan lebih minggu sembuh dr gejala covid mas kmaren vaksin moderna ga gejala yg mengganggu aktifitas,"['baru', 'bulan', 'lebih', 'minggu', 'sembuh', 'dr', 'gejala', 'covid', 'mas', 'kmaren', 'vaksin', 'moderna', 'ga', 'gejala', 'yg', 'mengganggu', 'aktifitas']"
film pendek vaksin palsu tayang youtube burhan family bisnis,"['film', 'pendek', 'vaksin', 'palsu', 'tayang', 'youtube', 'burhan', 'family', 'bisnis']"
parkiran pasar klewer wes membludak ekonomi mulai jalan ppkm monggo pak longgar ka masyarakat taat maskeran vaksin ditingkatkan,"['parkiran', 'pasar', 'klewer', 'wes', 'membludak', 'ekonomi', 'mulai', 'jalan', 'ppkm', 'monggo', 'pak', 'longgar', 'ka', 'masyarakat', 'taat', 'maskeran', 'vaksin', 'ditingkatkan']"
nganter momi vaksin cok jane aku yo mls,"['nganter', 'momi', 'vaksin', 'cok', 'jane', 'aku', 'yo', 'mls']"
efek vaksin,"['efek', 'vaksin']"
klo pelayanan vaksin nusantara dmn dok,"['klo', 'pelayanan', 'vaksin', 'nusantara', 'dmn', 'dok']"
ujung nya berlindung dibalik taat prokes udah vaksin gapaham lg yg modelan kaya gitu,"['ujung', 'nya', 'berlindung', 'dibalik', 'taat', 'prokes', 'udah', 'vaksin', 'gapaham', 'lg', 'yg', 'modelan', 'kaya', 'gitu']"
info vaksin gratis wilayah sragen,"['info', 'vaksin', 'gratis', 'wilayah', 'sragen']"
vaksin mulai pusing,"['vaksin', 'mulai', 'pusing']"
ngga tau pernah vaksin,"['ngga', 'tau', 'pernah', 'vaksin']"
melangkah vaksin,"['melangkah', 'vaksin']"
emang ampuh bener vaksin moderna bikin orang ngk kuat ngapa in sangking bikin ngilunya,"['emang', 'ampuh', 'bener', 'vaksin', 'moderna', 'bikin', 'orang', 'ngk', 'kuat', 'ngapa', 'in', 'sangking', 'bikin', 'ngilunya']"
lucu papaku super takut sm yg berbau dokter pas mau divaksin kayak udah stress duluan ditensi sampe dokter tenang pak gapapa bapak takut sok coolnya muncul blg engga h tp tangan keringet dingin hahahaha tp akhirnya vaksin krn uda normal wkwk,"['lucu', 'papaku', 'super', 'takut', 'sm', 'yg', 'berbau', 'dokter', 'pas', 'mau', 'divaksin', 'kayak', 'udah', 'stress', 'duluan', 'ditensi', 'sampe', 'dokter', 'tenang', 'pak', 'gapapa', 'bapak', 'takut', 'sok', 'coolnya', 'muncul', 'blg', 'engga', 'h', 'tp', 'tangan', 'keringet', 'dingin', 'hahahaha', 'tp', 'akhirnya', 'vaksin', 'krn', 'uda', 'normal', 'wkwk']"
nyokap tp yg gmpg kepikiran jd ngaruh banget semingguan kayak trying to make her hepi apalah gitu ngapain w bantu cek tensi jg tiap hari sampe akhirnya udah normal puji tuhan baru deh tenang mau vaksin puji tuhan sehat lancar,"['nyokap', 'tp', 'yg', 'gmpg', 'kepikiran', 'jd', 'ngaruh', 'banget', 'semingguan', 'kayak', 'trying', 'to', 'make', 'her', 'hepi', 'apalah', 'gitu', 'ngapain', 'w', 'bantu', 'cek', 'tensi', 'jg', 'tiap', 'hari', 'sampe', 'akhirnya', 'udah', 'normal', 'puji', 'tuhan', 'baru', 'deh', 'tenang', 'mau', 'vaksin', 'puji', 'tuhan', 'sehat', 'lancar']"
case sm ky mamiku kmrn sampe endingnya w beli tensimeter nyokap cekup internis minta saran blh vaksin ga krn emg ad komorbid kata dokternya tp kondisi mm tensi super tinggi sampe gilak emg,"['case', 'sm', 'ky', 'mamiku', 'kmrn', 'sampe', 'endingnya', 'w', 'beli', 'tensimeter', 'nyokap', 'cekup', 'internis', 'minta', 'saran', 'blh', 'vaksin', 'ga', 'krn', 'emg', 'ad', 'komorbid', 'kata', 'dokternya', 'tp', 'kondisi', 'mm', 'tensi', 'super', 'tinggi', 'sampe', 'gilak', 'emg']"
pelajaran nih sblm vaksin siapin kondisi bener jgn maksa klo riwayat hipertensi obatnya diminum yg rutin maintain terus tensinya better punya alat tensi dirumah jangan stress kurangi triggernya,"['pelajaran', 'nih', 'sblm', 'vaksin', 'siapin', 'kondisi', 'bener', 'jgn', 'maksa', 'klo', 'riwayat', 'hipertensi', 'obatnya', 'diminum', 'yg', 'rutin', 'maintain', 'terus', 'tensinya', 'better', 'punya', 'alat', 'tensi', 'dirumah', 'jangan', 'stress', 'kurangi', 'triggernya']"
tinggal berangkat vaksin aja susah,"['tinggal', 'berangkat', 'vaksin', 'aja', 'susah']"
vaksin kiri pegel kanan,"['vaksin', 'kiri', 'pegel', 'kanan']"
oke efek vaksin kedua lebih njarem lengan sama hawanya lapar lucu nyawang adik adik maba fk belajar bicara ruang observasi malu malu,"['oke', 'efek', 'vaksin', 'kedua', 'lebih', 'njarem', 'lengan', 'sama', 'hawanya', 'lapar', 'lucu', 'nyawang', 'adik', 'adik', 'maba', 'fk', 'belajar', 'bicara', 'ruang', 'observasi', 'malu', 'malu']"
vaksin done,"['vaksin', 'done']"
fungsi sertifikat vaksin yg dicetak apa si,"['fungsi', 'sertifikat', 'vaksin', 'yg', 'dicetak', 'apa', 'si']"
silakan vaksin bareng,"['silakan', 'vaksin', 'bareng']"
doblang kon vaksin kae run moso wedi jarum sontek,"['doblang', 'kon', 'vaksin', 'kae', 'run', 'moso', 'wedi', 'jarum', 'sontek']"
gelora bung karno manahan,"['gelora', 'bung', 'karno', 'manahan']"
abis vaksin rasanya gimana gak gimana sumpah kcli dapet dokter nyuntik nya kayak nyuntik kebo,"['abis', 'vaksin', 'rasanya', 'gimana', 'gak', 'gimana', 'sumpah', 'kcli', 'dapet', 'dokter', 'nyuntik', 'nya', 'kayak', 'nyuntik', 'kebo']"
per agustus melakukan vaksin ibu hamil melalui puskesmas sesuai domisili bumil dosis dilakukan trimester kehamilan dosis disesuaikan interval vaksin digunakan simak video lengkapnya,"['per', 'agustus', 'melakukan', 'vaksin', 'ibu', 'hamil', 'melalui', 'puskesmas', 'sesuai', 'domisili', 'bumil', 'dosis', 'dilakukan', 'trimester', 'kehamilan', 'dosis', 'disesuaikan', 'interval', 'vaksin', 'digunakan', 'simak', 'video', 'lengkapnya']"
allhamdulilah lancar vaksin,"['allhamdulilah', 'lancar', 'vaksin']"
rasah vaksin,"['rasah', 'vaksin']"
bikin link pendaftaran vaksin niat ga sih heran deh gw,"['bikin', 'link', 'pendaftaran', 'vaksin', 'niat', 'ga', 'sih', 'heran', 'deh', 'gw']"
yoes nunggu vaksin seng semprot ngko nek wes enek tak japri,"['yoes', 'nunggu', 'vaksin', 'seng', 'semprot', 'ngko', 'nek', 'wes', 'enek', 'tak', 'japri']"
wingi wingi dtawani vaksin garek teko wegah kas saiki bingung golek vaksin,"['wingi', 'wingi', 'dtawani', 'vaksin', 'garek', 'teko', 'wegah', 'kas', 'saiki', 'bingung', 'golek', 'vaksin']"
protokol kesehatan pas piala menpora jalan pemain pelatih staf semua vaksin main swab semua orang area venue pakai masker penonton bus menggunakan bus bangku bus isi pemain,"['protokol', 'kesehatan', 'pas', 'piala', 'menpora', 'jalan', 'pemain', 'pelatih', 'staf', 'semua', 'vaksin', 'main', 'swab', 'semua', 'orang', 'area', 'venue', 'pakai', 'masker', 'penonton', 'bus', 'menggunakan', 'bus', 'bangku', 'bus', 'isi', 'pemain']"
lho yg jd masalah lagian kan skrg dudah e ktp gitu lho semua kan warga negara gak mungkin jg mo vaksin berulang ulang klo jatah blt yg tipu kadang keqi jg dg model kebijakan begini kan mengejar kekebalan imunitas katanya,"['lho', 'yg', 'jd', 'masalah', 'lagian', 'kan', 'skrg', 'dudah', 'e', 'ktp', 'gitu', 'lho', 'semua', 'kan', 'warga', 'negara', 'gak', 'mungkin', 'jg', 'mo', 'vaksin', 'berulang', 'ulang', 'klo', 'jatah', 'blt', 'yg', 'tipu', 'kadang', 'keqi', 'jg', 'dg', 'model', 'kebijakan', 'begini', 'kan', 'mengejar', 'kekebalan', 'imunitas', 'katanya']"
blm dpt giliran tiap kali reservasi penuh terus kuota pingin segera vaksin nih,"['blm', 'dpt', 'giliran', 'tiap', 'kali', 'reservasi', 'penuh', 'terus', 'kuota', 'pingin', 'segera', 'vaksin', 'nih']"
smua vaksin waktunya yg enggak,"['smua', 'vaksin', 'waktunya', 'yg', 'enggak']"
kiamat dekat jerinx sid bersedia disuntik vaksin corona,"['kiamat', 'dekat', 'jerinx', 'sid', 'bersedia', 'disuntik', 'vaksin', 'corona']"
pertama bagaimana punya dosis vaksin notabenenya vaksin kelola negara kedua gratis masyarakat kurang mampu bukannya gratis semua ketiga siapaaa,"['pertama', 'bagaimana', 'punya', 'dosis', 'vaksin', 'notabenenya', 'vaksin', 'kelola', 'negara', 'kedua', 'gratis', 'masyarakat', 'kurang', 'mampu', 'bukannya', 'gratis', 'semua', 'ketiga', 'siapaaa']"
selama punya identitas kia ktp warga solo silakan vaksin solo,"['selama', 'punya', 'identitas', 'kia', 'ktp', 'warga', 'solo', 'silakan', 'vaksin', 'solo']"
program begini knp mesti cuma dki sih pemimpin daerah koq gak dibantu yg butuh vaksin bukan rakyat dki,"['program', 'begini', 'knp', 'mesti', 'cuma', 'dki', 'sih', 'pemimpin', 'daerah', 'koq', 'gak', 'dibantu', 'yg', 'butuh', 'vaksin', 'bukan', 'rakyat', 'dki']"
vaksin nyuntik e koyo ngaduk glepung diublek ublek jarume sek ng njero kulit suog,"['vaksin', 'nyuntik', 'e', 'koyo', 'ngaduk', 'glepung', 'diublek', 'ublek', 'jarume', 'sek', 'ng', 'njero', 'kulit', 'suog']"
pake undangan vaksinn soale aku mau vaksin,"['pake', 'undangan', 'vaksinn', 'soale', 'aku', 'mau', 'vaksin']"
tdi aku vaksin cuma nunjukin undangan doangg,"['tdi', 'aku', 'vaksin', 'cuma', 'nunjukin', 'undangan', 'doangg']"
aku vaksin doangg,"['aku', 'vaksin', 'doangg']"
ayo dong yg udah vaksin naik krl,"['ayo', 'dong', 'yg', 'udah', 'vaksin', 'naik', 'krl']"
senin vaksin knp deg annya udh mulai dr skrg,"['senin', 'vaksin', 'knp', 'deg', 'annya', 'udh', 'mulai', 'dr', 'skrg']"
kayak vaksin dr ums kapan lalu post ig buat semua ktp pas hbs isi gform tyt cuma ktp surakarta malah diarahkan masuk grup tele panitia anak bem infonya ga jelas berubah dataku gimana hmm,"['kayak', 'vaksin', 'dr', 'ums', 'kapan', 'lalu', 'post', 'ig', 'buat', 'semua', 'ktp', 'pas', 'hbs', 'isi', 'gform', 'tyt', 'cuma', 'ktp', 'surakarta', 'malah', 'diarahkan', 'masuk', 'grup', 'tele', 'panitia', 'anak', 'bem', 'infonya', 'ga', 'jelas', 'berubah', 'dataku', 'gimana', 'hmm']"
vaksin covid dilakukan masif kebawah minimal kelurahan digerakkan tiap gitu ben ndang rampung,"['vaksin', 'covid', 'dilakukan', 'masif', 'kebawah', 'minimal', 'kelurahan', 'digerakkan', 'tiap', 'gitu', 'ben', 'ndang', 'rampung']"
hari ne aq vaksin hadew biyoh suntik,"['hari', 'ne', 'aq', 'vaksin', 'hadew', 'biyoh', 'suntik']"
ngurus pindah vaksin dosis kedua aja udah kek simulasi pindah ktp bgst lempar sana sini asw,"['ngurus', 'pindah', 'vaksin', 'dosis', 'kedua', 'aja', 'udah', 'kek', 'simulasi', 'pindah', 'ktp', 'bgst', 'lempar', 'sana', 'sini', 'asw']"
aku sinovac ga ngerasa efek apa vaksin kalo bapakku bbrp kluqrga tmenku dapetnya astrazeneca malem abis vaksin langsung demam tinggi seharian,"['aku', 'sinovac', 'ga', 'ngerasa', 'efek', 'apa', 'vaksin', 'kalo', 'bapakku', 'bbrp', 'kluqrga', 'tmenku', 'dapetnya', 'astrazeneca', 'malem', 'abis', 'vaksin', 'langsung', 'demam', 'tinggi', 'seharian']"
jujur pak tertarik mall kalau syarat apa vaksin mbok persediaan wilayah lihat apa ngk,"['jujur', 'pak', 'tertarik', 'mall', 'kalau', 'syarat', 'apa', 'vaksin', 'mbok', 'persediaan', 'wilayah', 'lihat', 'apa', 'ngk']"
hbs vaksin ngopi gak to,"['hbs', 'vaksin', 'ngopi', 'gak', 'to']"
mas ojol angkringan a koe ga vaksin po b wegah medeni og malah do loro a heleh mung mitos kui nek mitose bar vaksin ngaceng mesti koe sik dewe jingan og,"['mas', 'ojol', 'angkringan', 'a', 'koe', 'ga', 'vaksin', 'po', 'b', 'wegah', 'medeni', 'og', 'malah', 'do', 'loro', 'a', 'heleh', 'mung', 'mitos', 'kui', 'nek', 'mitose', 'bar', 'vaksin', 'ngaceng', 'mesti', 'koe', 'sik', 'dewe', 'jingan', 'og']"
sori salah yg tadi vaksinasi bukan vaksin,"['sori', 'salah', 'yg', 'tadi', 'vaksinasi', 'bukan', 'vaksin']"
mangkat vaksin malah tertolak kleru tanggal,"['mangkat', 'vaksin', 'malah', 'tertolak', 'kleru', 'tanggal']"
non domisili daftar kuota penuh terus sedang perjalanan membutuhkan sertifikat vaksin,"['non', 'domisili', 'daftar', 'kuota', 'penuh', 'terus', 'sedang', 'perjalanan', 'membutuhkan', 'sertifikat', 'vaksin']"
memanfaatkan mall ditutup selama ppkm menjadi lokasi vaksinasi warga solo diharapkan memberi kenyamanan penerima vaksin percepatan vaksinasi,"['memanfaatkan', 'mall', 'ditutup', 'selama', 'ppkm', 'menjadi', 'lokasi', 'vaksinasi', 'warga', 'solo', 'diharapkan', 'memberi', 'kenyamanan', 'penerima', 'vaksin', 'percepatan', 'vaksinasi']"
